% Model:              AluminaWithRodsOriginalRotated.mph
% Version:            COMSOL 5.5.0.292
% Date:               Mar 9 2026, 17:50
% Dimension:          3
% Nodes:              527
% Expressions:        4
% Description:        Electric potential, Electric field, x component, Electric field, y component, Electric field, z component
% Length unit:        mm
% X                       Y                        Z                        V (V)                    es.Ex (V/m)              es.Ey (V/m)              es.Ez (V/m)
0                         0                        178.3813067059403        0.8256984702853745       0.8020919237873301       0.1315788550113126       -36.933585941702404
0                         0                        178.55917027816332       0.8321279364850974       0.6448176398656358       0.18590951646160647      -35.363018915198126
0                         0                        178.579634476332         0.8328497633459797       0.6267223544016503       0.19216056274748894      -35.182316399973374
0                         0                        176.51455083384448       0.7413668788695538       2.4527542228241828       -0.4386451657346484      -53.417372827364765
0                         0                        177.92848296292158       0.808068754546894        1.2024972964891845       -0.0067418431009613755   -40.932100256436144
0                         0                        175.10061870476733       0.6570116751638885       -0.24609222995994173     -0.6810524498060602      -65.54564559445848
0                         0                        177.91228478872478       0.8074045708218888       1.216820388147596        -0.01168977879905242     -41.07513302006003
0                         0                        173.98513361556152       0.5764505628711177       -0.14127328367851533     0.0650322369860703       -77.29841847686711
0                         0                        174.04085623933926       0.5807436994646558       -0.1747459481579341      0.08780429929268507      -76.7911165264292
0                         0                        172.8696485263558        0.4845612087036243       0.5288002984944953       -0.39083100546965355     -87.45385845930078
0                         0                        172.98109377391128       0.4942509892178486       0.4618549695355725       -0.34528688085640624     -86.43925455842505
0                         0                        173.61474335186702       0.5471954932605926       0.08122070857427843      -0.08633447173617625     -80.6704725988148
0                         0                        173.71162982741973       0.5549686411891246       0.023020856002460732     -0.04674005373540879     -79.78841259002911
0                         0                        172.12886799896668       0.4172791412810887       0.973788283000026        -0.6935644229140436      -94.19796670319714
0                         0                        172.45828756838893       0.44781582127860886      0.7759054488351786       -0.5589411325642182      -91.19891212265694
0                         0                        171.9213313084832        0.39753354442345845      1.098455887229214        -0.7783780610055944      -96.0873925904215
0                         0                        171.7886167204258        0.38556058451182745      -3.0721363753145567      3.0698175356645296       -96.40512127437822
0                         0                        170.61791132810197       0.27359912236612893      -4.470751338156106       1.3978907042992361       -94.8666758486469
0                         0                        170.89735135295933       0.30015997622372925      -4.136910730138929       1.7969691388736075       -95.23389310998937
0                         0                        169.44720593577813       0.16343872657613018      -5.869366300997783       -0.2740361270660845      -93.32823042291548
0                         0                        169.86564656818257       0.20260609650942052      -5.369464845534154       0.32355411659183275      -93.87811093178112
0                         0                        171.2342960554289        0.3323231290685815       -3.7343705986814015      2.2781720891966133       -95.67667832276595
0                         0                        171.4844657033713        0.35629965195226276      -3.4354986406676353      2.635448436884641        -96.00543084501221
0                         0                        169.93970654371077       0.20956231099834358      -5.280987086227199       0.429321853742227        -93.97543450381568
0                         0                        170.08781481891992       0.22349526380488016      -5.104045516480937       0.6408406533420887       -94.17006630443991
0                         0                        169.23757560779816       0.1439031734054697       -5.497013000748069       -0.6431210985026645      -93.28336560023364
0                         0                        168.58150749118136       0.08333204955567303      -0.4548366230509834      -0.6176616711824323      -89.74890335495604
0                         0                        168.7586310041154        0.09929423651534963      -3.872482699950581       -0.9398411607537938      -92.99678683119953
0                         0                        168.78517071453342       0.10176255503509807      -3.9625026384089708      -0.9233990410037975      -93.01266699246166
0                         0                        167.56514423719474       -0.006540842394111623    -0.3153895181973062      -1.4490959860931096      -82.93644807064648
0                         0                        167.81454113320066       0.014479194032264383     -0.36257707677854467     -1.189447074061659       -85.6304969315644
0                         0                        167.49066862779912       -0.01268762692300517     -0.30129823543671874     -1.526633081630988       -82.13194354845038
0                         0                        167.46047236482593       -0.015162779863627011    -0.29558490078498034     -1.5580706293870792      -81.8057558164869
0                         0                        167.31121409997914       -0.02725263855308809     -1.8394012609265076      -2.889861600011656       -79.84141920471777
0                         0                        167.3146184214964        -0.0269795717380032      -0.26798836046958674     -1.7099202245805838      -80.2302043313633
0                         0                        167.03114621175158       -0.0491721484233872      -1.2364546272201835      2.897984126456196        -79.23387276256925
0                         0                        166.5661352428553        -0.08494953442461234     -1.4832653786143766      3.461063501238974        -74.6437275277809
0                         0                        165.9541795884175        -0.1302393300536563      -17.347025890441703      6.664062439734439        -70.98887837208694
0                         0                        166.23970333221467       -0.10956807738494943     -17.319506756821816      6.95876474218237         -73.80645383953609
0                         0                        166.24303181679878       -0.10932235907776143     -17.319185953336984      6.962200225542006        -73.83929964207184
0                         0                        166.29116824887464       -0.10575656588498773     -17.314546504131613      7.011884070310003        -74.31431453331624
0                         0                        166.55181641243587       -0.08605146959077124     -17.289424909880253      7.280911132328637        -76.88641540842794
0                         0                        162.05399076376364       -0.3317677043220876      -10.999980371138928      2.174475602477049        -37.49131032623985
0                         0                        162.2749141431538        -0.32331670674840873     -10.841441541335266      2.3577677461545274       -39.01483037291601
0                         0                        163.68055193882626       -0.2616632224720712      -9.832729055273873       3.523974625272551        -48.7083149012805
0                         0                        164.12239869760666       -0.23946844901272435     -9.515651395666492       3.8905589126275473       -51.75535499463316
0                         0                        161.93366103451353       -0.3362290980479785      -11.086331279397504      2.07464237485193         -36.66149885391092
0                         0                        161.98661731850748       -0.33427797163633066     -11.0483288401883        2.118578289833997        -37.02669316012229
0                         0                        163.43989248032614       -0.2731856371810787      -10.00543087179102       3.32430817002237         -47.04869195662324
0                         0                        163.57268550443138       -0.266877095813952       -9.910136065483794       3.434481742963577        -47.96445213936863
0                         0                        160.42742958870087       -0.3836270420298471      -7.476643522292591       0.16703095424215064      -29.3161464217724
0                         0                        158.0233536406224        -0.4355648532574098      -0.821059904962091       -0.7905944282905004      -18.094651189690563
0                         0                        158.0762704741724        -0.4346032539594493      -0.7768178271327262      -0.8422545024811683      -18.249144666948233
0                         0                        155.9421408490215        -0.466900729629316       -2.5610955822418013      1.2411901666646052       -12.018441040347588
0                         0                        156.18635890857473       -0.46387854463008016     -2.3569126469968307      1.0027722147798102       -12.731448503159127
0                         0                        157.29710472771293       -0.4479361332838071      -1.4282534721686662      -0.08159371519314274     -15.974329311323045
0                         0                        158.86226715820692       -0.41935765042510587     -0.11967105292340108     -1.6095839945696255      -20.543903303909484
0                         0                        157.34231061274076       -0.44721101643156286     -1.3904582726154229      -0.12572597363952287     -16.106310269024554
